9.586794792767144e-05 3.4719164860898046e-06 4.53216264e-07
0.00019172419465335 6.944227982153156e-06 9.06451720480153e-07
0.00038340159306685296 1.389003720822393e-05 1.8129803915963635e-06
0.0007666160696900423 2.778640853848251e-05 3.626269844690934e-06
0.0015324842212633136 5.559822714984232e-05 7.253786113279886e-06
0.003061981143849701 0.0001112986838008118 1.4512642271615008e-05
0.006112047964182477 0.00022301101099901313 2.904621648263045e-05
0.012176715711588345 0.00044771458108405006 5.818134419934964e-05
0.0241660973353061 0.0009025060586413992 0.0001167595785003989
0.04759988869075444 0.001835812680044111 0.00023543665073862705
0.09239978392911156 0.003815242275475405 0.0004810849654287103
